case_id,checkpoint_id,step_id,step_position,split,model_source,H_t,H_t_minus_1,delta_H,A_t,A_t_plus_1,I_nec,I_plus,I_minus,burst_flag,gate_pass,unverifiable_flag,boundary_flag,difficulty_tier
dtest_case_0294,dtest_case_0294_t0,step_t0_0294,t0,dtest,claude-3,0.198,0.1154,0.0826,0.9265,0.7272,0.1899,0.1728,0.3263,False,True,False,False,medium
dtest_case_0294,dtest_case_0294_t1,step_t1_0294,t1,dtest,claude-3,0.0807,0.198,-0.1173,0.7081,0.6244,0.1497,0.0532,0.0457,False,False,False,False,medium
dtest_case_0296,dtest_case_0296_t0,step_t0_0296,t0,dtest,gpt-4,0.8927,0.8249,0.0678,0.4936,0.0501,-0.2544,0.3082,0.183,False,True,False,True,complex
dtest_case_0296,dtest_case_0296_t1,step_t1_0296,t1,dtest,gpt-4,0.6867,0.8927,-0.206,0.3787,0.1041,-0.0012,0.0903,0.105,False,True,False,True,complex
dtest_case_0297,dtest_case_0297_t0,step_t0_0297,t0,dtest,gemini-pro,0.0945,0.0,0.0945,0.7541,0.665,0.2378,0.019,0.248,False,True,False,False,complex
dtest_case_0297,dtest_case_0297_t1,step_t1_0297,t1,dtest,gemini-pro,0.136,0.0945,0.0415,0.6647,0.7455,-0.0507,0.0582,0.1017,False,True,False,False,complex
dtest_case_0298,dtest_case_0298_t1,step_t1_0298,t1,dtest,gemini-pro,0.7385,0.2196,0.5189,0.3167,0.1093,-0.4312,0.4394,0.2233,False,True,False,False,hard
dtest_case_0298,dtest_case_0298_t2,step_t2_0298,t2,dtest,gemini-pro,0.7765,0.7385,0.038,0.2856,0.2058,0.135,0.2512,0.0803,False,True,False,False,hard
dtest_case_0299,dtest_case_0299_t0,step_t0_0299,t0,dtest,mistral,0.3666,0.2292,0.1374,0.7759,0.7228,-0.0024,0.3392,0.1292,False,False,False,False,medium
dtest_case_0299,dtest_case_0299_t1,step_t1_0299,t1,dtest,mistral,0.1803,0.3666,-0.1863,0.7879,0.8413,0.3008,0.2348,0.1691,False,False,False,False,medium
dtest_case_0300,dtest_case_0300_t2,step_t2_0300,t2,dtest,gpt-4,0.0542,0.2738,-0.2196,0.7022,0.5057,0.209,0.1709,0.3495,False,True,False,True,hard
dtest_case_0301,dtest_case_0301_t1,step_t1_0301,t1,dtest,mistral,0.602,0.1917,0.4103,0.2082,0.2942,-0.4904,0.0582,0.0508,True,True,False,False,medium
dtest_case_0301,dtest_case_0301_t2,step_t2_0301,t2,dtest,mistral,0.8385,0.602,0.2365,0.4575,0.2487,-0.0016,0.2206,0.0798,False,True,False,False,medium
dtest_case_0302,dtest_case_0302_t1,step_t1_0302,t1,dtest,codellama,0.7266,0.067,0.6596,0.1482,0.4242,0.1331,0.2227,0.0058,False,True,False,False,medium
dtest_case_0302,dtest_case_0302_t2,step_t2_0302,t2,dtest,codellama,0.8898,0.7266,0.1632,0.1241,0.0203,-0.0928,0.2392,0.0084,False,False,False,False,medium
dtest_case_0303,dtest_case_0303_t0,step_t0_0303,t0,dtest,mistral,0.3799,0.2617,0.1182,0.7492,0.9349,0.1715,0.1869,0.2501,False,True,False,False,complex
dtest_case_0303,dtest_case_0303_t2,step_t2_0303,t2,dtest,mistral,0.5643,0.3799,0.1844,0.384,0.323,-0.2608,0.1926,0.3419,False,False,False,False,complex
dtest_case_0304,dtest_case_0304_t0,step_t0_0304,t0,dtest,claude-3,0.1582,0.1291,0.0291,0.8161,0.6029,-0.0871,0.2766,0.2082,False,False,False,False,easy
dtest_case_0304,dtest_case_0304_t2,step_t2_0304,t2,dtest,claude-3,0.1307,0.1582,-0.0275,0.7403,0.7119,0.3588,0.3889,0.3289,False,False,False,False,easy
dtest_case_0305,dtest_case_0305_t0,step_t0_0305,t0,dtest,mistral,0.7362,0.6685,0.0677,0.1987,0.2857,-0.3183,0.2258,0.3748,False,False,False,False,complex
dtest_case_0305,dtest_case_0305_t2,step_t2_0305,t2,dtest,mistral,0.8405,0.7362,0.1043,0.3563,0.3148,-0.0704,0.3454,0.2915,False,True,False,False,complex
dtest_case_0307,dtest_case_0307_t1,step_t1_0307,t1,dtest,codellama,0.9176,0.0728,0.8448,0.1787,0.319,-0.4321,0.0277,0.1325,False,True,False,False,hard
dtest_case_0307,dtest_case_0307_t2,step_t2_0307,t2,dtest,codellama,0.7938,0.9176,-0.1238,0.3108,0.3052,0.3943,0.0207,0.3871,False,True,False,False,hard
dtest_case_0308,dtest_case_0308_t1,step_t1_0308,t1,dtest,claude-3,0.4353,0.0787,0.3566,0.8216,0.6678,-0.0745,0.3088,0.0831,False,True,False,False,hard
dtest_case_0310,dtest_case_0310_t0,step_t0_0310,t0,dtest,codellama,0.0949,0.0451,0.0498,0.9236,0.2248,0.2139,0.3237,0.3375,False,True,False,False,hard
dtest_case_0310,dtest_case_0310_t1,step_t1_0310,t1,dtest,codellama,0.8093,0.0949,0.7144,0.4827,0.3421,-0.3041,0.3154,0.2959,False,True,False,False,hard
dtest_case_0311,dtest_case_0311_t0,step_t0_0311,t0,dtest,codellama,0.1279,0.0063,0.1216,0.7454,0.3426,0.0861,0.2609,0.0272,False,True,False,True,hard
dtest_case_0311,dtest_case_0311_t1,step_t1_0311,t1,dtest,codellama,0.9307,0.1279,0.8028,0.4506,0.3109,-0.3161,0.3379,0.2474,False,True,False,True,hard
dtest_case_0312,dtest_case_0312_t0,step_t0_0312,t0,dtest,claude-3,0.3031,0.1878,0.1153,0.9979,0.6044,0.2651,0.2859,0.1736,False,True,False,False,easy
dtest_case_0312,dtest_case_0312_t1,step_t1_0312,t1,dtest,claude-3,0.2136,0.3031,-0.0895,0.774,0.7211,0.2654,0.3504,0.2356,False,False,False,False,easy
dtest_case_0313,dtest_case_0313_t2,step_t2_0313,t2,dtest,mistral,0.6574,0.111,0.5464,0.3452,0.2955,0.0575,0.1123,0.0277,False,False,False,False,hard
dtest_case_0314,dtest_case_0314_t2,step_t2_0314,t2,dtest,codellama,0.6145,0.1683,0.4462,0.0695,0.0,0.0653,0.3724,0.165,False,True,False,False,medium
dtest_case_0316,dtest_case_0316_t0,step_t0_0316,t0,dtest,gpt-4,0.2553,0.2357,0.0196,0.8042,0.1769,0.356,0.0305,0.2776,False,True,False,False,hard
dtest_case_0317,dtest_case_0317_t0,step_t0_0317,t0,dtest,codellama,0.1776,0.1153,0.0623,0.9678,0.697,-0.0543,0.1593,0.0419,False,True,False,False,hard
dtest_case_0317,dtest_case_0317_t2,step_t2_0317,t2,dtest,codellama,0.2795,0.1776,0.1019,0.6713,0.6636,0.2572,0.1808,0.0502,False,True,False,False,hard
dtest_case_0318,dtest_case_0318_t1,step_t1_0318,t1,dtest,gpt-4,0.3068,0.1189,0.1879,0.8231,0.6487,0.194,0.158,0.2508,False,False,False,False,easy
dtest_case_0318,dtest_case_0318_t2,step_t2_0318,t2,dtest,gpt-4,0.2947,0.3068,-0.0121,0.7535,0.6896,0.0637,0.0823,0.0725,False,False,False,False,easy
dtest_case_0320,dtest_case_0320_t0,step_t0_0320,t0,dtest,mistral,0.2039,0.1385,0.0654,0.8579,0.8359,-0.0663,0.4158,0.0709,False,True,False,False,hard
dtest_case_0320,dtest_case_0320_t1,step_t1_0320,t1,dtest,mistral,0.3591,0.2039,0.1552,0.9002,0.8316,-0.0927,0.1802,0.2419,False,True,False,False,hard
dtest_case_0321,dtest_case_0321_t1,step_t1_0321,t1,dtest,mistral,0.8886,0.1272,0.7614,0.1821,0.1564,0.0664,0.2787,0.2828,False,True,False,False,easy
dtest_case_0321,dtest_case_0321_t2,step_t2_0321,t2,dtest,mistral,0.8635,0.8886,-0.0251,0.4487,0.2447,-0.0905,0.368,0.0834,False,True,False,False,easy
dtest_case_0322,dtest_case_0322_t0,step_t0_0322,t0,dtest,gemini-pro,0.3054,0.2574,0.048,0.67,0.1051,-0.0995,0.4516,0.0098,False,True,False,False,easy
dtest_case_0322,dtest_case_0322_t2,step_t2_0322,t2,dtest,gemini-pro,0.6873,0.3054,0.3819,0.2105,0.0,-0.0799,0.2561,0.2722,False,False,False,False,easy
dtest_case_0323,dtest_case_0323_t1,step_t1_0323,t1,dtest,mistral,0.7792,0.2509,0.5283,0.0877,0.2044,0.087,0.4431,0.0605,False,True,False,False,easy
dtest_case_0323,dtest_case_0323_t2,step_t2_0323,t2,dtest,mistral,0.6479,0.7792,-0.1313,0.0745,0.0289,0.3826,0.2141,0.2528,False,True,False,False,easy
dtest_case_0324,dtest_case_0324_t1,step_t1_0324,t1,dtest,codellama,0.6651,0.0868,0.5783,0.143,0.1753,0.218,0.1991,0.0027,False,True,False,False,complex
dtest_case_0324,dtest_case_0324_t2,step_t2_0324,t2,dtest,codellama,0.9147,0.6651,0.2496,0.4154,0.2091,0.2975,0.1619,0.3061,False,True,False,False,complex
dtest_case_0325,dtest_case_0325_t0,step_t0_0325,t0,dtest,claude-3,0.796,0.6998,0.0962,0.0615,0.3652,-0.1387,0.1337,0.325,True,True,False,False,hard
dtest_case_0325,dtest_case_0325_t1,step_t1_0325,t1,dtest,claude-3,0.7185,0.796,-0.0775,0.2957,0.4205,0.3357,0.3925,0.1095,False,False,False,False,hard
dtest_case_0326,dtest_case_0326_t1,step_t1_0326,t1,dtest,gpt-4,0.089,0.2633,-0.1743,0.7649,0.0715,0.2347,0.1156,0.0974,False,True,False,False,medium
dtest_case_0326,dtest_case_0326_t2,step_t2_0326,t2,dtest,gpt-4,0.5287,0.089,0.4397,0.1297,0.1284,-0.3218,0.0421,0.2731,True,False,False,False,medium
dtest_case_0327,dtest_case_0327_t0,step_t0_0327,t0,dtest,gemini-pro,0.3985,0.3551,0.0434,0.9241,0.9213,0.3933,0.2989,0.0328,False,True,False,False,medium
dtest_case_0327,dtest_case_0327_t1,step_t1_0327,t1,dtest,gemini-pro,0.3,0.3985,-0.0985,0.8734,0.1729,0.3298,0.4797,0.0871,False,True,False,False,medium
dtest_case_0329,dtest_case_0329_t0,step_t0_0329,t0,dtest,mistral,0.1278,0.0047,0.1231,0.8868,0.8544,0.1009,0.2889,0.1231,False,True,False,False,hard
dtest_case_0329,dtest_case_0329_t2,step_t2_0329,t2,dtest,mistral,0.3672,0.1278,0.2394,0.9934,0.7603,0.3669,0.2011,0.1875,False,True,False,False,hard
dtest_case_0330,dtest_case_0330_t0,step_t0_0330,t0,dtest,claude-3,0.4189,0.3976,0.0213,0.7565,0.6557,0.206,0.1532,0.1304,False,True,False,False,hard
dtest_case_0331,dtest_case_0331_t1,step_t1_0331,t1,dtest,claude-3,0.6574,0.2656,0.3918,0.1549,0.3281,-0.2481,0.4317,0.0529,False,True,False,False,medium
dtest_case_0332,dtest_case_0332_t0,step_t0_0332,t0,dtest,gemini-pro,0.4482,0.3115,0.1367,0.7275,0.6225,0.0278,0.2638,0.0686,False,True,False,False,medium
dtest_case_0332,dtest_case_0332_t1,step_t1_0332,t1,dtest,gemini-pro,0.235,0.4482,-0.2132,0.6616,0.6488,0.1079,0.0316,0.1587,False,True,False,False,medium
dtest_case_0333,dtest_case_0333_t1,step_t1_0333,t1,dtest,gpt-4,0.2305,0.2673,-0.0368,0.8355,0.7872,0.1054,0.4088,0.358,False,False,False,False,easy
dtest_case_0333,dtest_case_0333_t2,step_t2_0333,t2,dtest,gpt-4,0.3194,0.2305,0.0889,0.6981,0.6289,-0.077,0.4654,0.2643,False,True,False,False,easy
dtest_case_0334,dtest_case_0334_t1,step_t1_0334,t1,dtest,mistral,0.1746,0.2614,-0.0868,0.7409,0.6007,0.0882,0.2854,0.1915,False,False,False,True,hard
dtest_case_0334,dtest_case_0334_t2,step_t2_0334,t2,dtest,mistral,0.0922,0.1746,-0.0824,0.8438,0.7156,0.0407,0.4111,0.3011,False,True,False,True,hard
dtest_case_0335,dtest_case_0335_t1,step_t1_0335,t1,dtest,gemini-pro,0.4005,0.2307,0.1698,0.7311,0.8822,0.0539,0.1211,0.0292,False,True,False,True,hard
dtest_case_0335,dtest_case_0335_t2,step_t2_0335,t2,dtest,gemini-pro,0.3344,0.4005,-0.0661,0.7321,0.5448,0.3589,0.054,0.0931,False,False,False,True,hard
dtest_case_0336,dtest_case_0336_t1,step_t1_0336,t1,dtest,codellama,0.1598,0.2062,-0.0464,0.6784,0.2309,0.2695,0.3433,0.326,False,False,False,False,medium
dtest_case_0337,dtest_case_0337_t0,step_t0_0337,t0,dtest,codellama,0.3593,0.2586,0.1007,0.6611,0.264,-0.0812,0.404,0.1283,False,True,False,False,easy
dtest_case_0338,dtest_case_0338_t2,step_t2_0338,t2,dtest,gemini-pro,0.6258,0.2456,0.3802,0.4489,0.3492,0.3315,0.1335,0.2139,False,False,False,False,easy
dtest_case_0339,dtest_case_0339_t0,step_t0_0339,t0,dtest,mistral,0.1804,0.0373,0.1431,0.6927,0.6073,0.3521,0.0343,0.3968,False,False,False,False,complex
dtest_case_0339,dtest_case_0339_t1,step_t1_0339,t1,dtest,mistral,0.1048,0.1804,-0.0756,0.8382,0.674,0.1141,0.0307,0.0896,False,True,False,False,complex
dtest_case_0340,dtest_case_0340_t1,step_t1_0340,t1,dtest,gemini-pro,0.2255,0.2944,-0.0689,0.9328,0.895,0.1685,0.42,0.1357,False,True,False,False,medium
dtest_case_0340,dtest_case_0340_t2,step_t2_0340,t2,dtest,gemini-pro,0.4475,0.2255,0.222,0.7601,0.5916,0.3222,0.4579,0.2872,False,True,False,False,medium
dtest_case_0341,dtest_case_0341_t0,step_t0_0341,t0,dtest,mistral,0.1805,0.1774,0.0031,0.9163,0.6171,0.3323,0.0593,0.0688,False,True,False,False,hard
dtest_case_0341,dtest_case_0341_t2,step_t2_0341,t2,dtest,mistral,0.3452,0.1805,0.1647,0.6987,0.5887,0.1414,0.1061,0.0462,False,False,False,False,hard
dtest_case_0342,dtest_case_0342_t0,step_t0_0342,t0,dtest,claude-3,0.251,0.2488,0.0022,0.931,0.9923,0.203,0.2519,0.3514,False,False,False,False,hard
dtest_case_0342,dtest_case_0342_t2,step_t2_0342,t2,dtest,claude-3,0.3518,0.251,0.1008,0.8059,0.6578,0.2505,0.0971,0.1789,False,False,False,False,hard
dtest_case_0343,dtest_case_0343_t1,step_t1_0343,t1,dtest,gemini-pro,0.7946,0.1528,0.6418,0.3485,0.0973,0.1007,0.3966,0.0882,False,True,False,True,medium
dtest_case_0344,dtest_case_0344_t0,step_t0_0344,t0,dtest,mistral,0.4303,0.3988,0.0315,0.7413,0.4378,0.2674,0.3498,0.3412,False,True,False,False,medium
dtest_case_0344,dtest_case_0344_t2,step_t2_0344,t2,dtest,mistral,0.8177,0.4303,0.3874,0.2767,0.0694,0.1541,0.3101,0.1911,False,True,False,False,medium
dtest_case_0345,dtest_case_0345_t0,step_t0_0345,t0,dtest,gemini-pro,0.3572,0.2629,0.0943,0.8716,0.2301,0.1656,0.3729,0.3304,False,True,False,False,easy
dtest_case_0345,dtest_case_0345_t2,step_t2_0345,t2,dtest,gemini-pro,0.9158,0.3572,0.5586,0.4191,0.2786,0.2357,0.4632,0.2477,False,False,False,False,easy
dtest_case_0346,dtest_case_0346_t1,step_t1_0346,t1,dtest,gemini-pro,0.3255,0.188,0.1375,0.7346,0.7704,0.3839,0.3289,0.2258,False,False,False,False,hard
dtest_case_0346,dtest_case_0346_t2,step_t2_0346,t2,dtest,gemini-pro,0.2846,0.3255,-0.0409,0.8341,0.6443,0.2563,0.0966,0.1885,False,True,False,False,hard
dtest_case_0348,dtest_case_0348_t0,step_t0_0348,t0,dtest,mistral,0.2013,0.1237,0.0776,0.7946,0.1297,0.1062,0.0361,0.2303,False,False,False,False,hard
dtest_case_0349,dtest_case_0349_t0,step_t0_0349,t0,dtest,gpt-4,0.3401,0.286,0.0541,0.6805,0.1309,0.1727,0.1035,0.2176,False,True,False,False,hard
dtest_case_0349,dtest_case_0349_t1,step_t1_0349,t1,dtest,gpt-4,0.882,0.3401,0.5419,0.2288,0.1482,-0.1751,0.1714,0.0446,False,True,False,False,hard
dtest_case_0350,dtest_case_0350_t1,step_t1_0350,t1,dtest,gemini-pro,0.8216,0.1101,0.7115,0.2497,0.1629,-0.4676,0.4383,0.2915,True,True,False,False,easy
dtest_case_0350,dtest_case_0350_t2,step_t2_0350,t2,dtest,gemini-pro,0.5906,0.8216,-0.231,0.4506,0.4219,-0.0981,0.251,0.2333,False,True,False,False,easy
dtest_case_0351,dtest_case_0351_t1,step_t1_0351,t1,dtest,codellama,0.5245,0.1285,0.396,0.2746,0.1366,-0.1509,0.0436,0.195,False,True,False,False,complex
dtest_case_0351,dtest_case_0351_t2,step_t2_0351,t2,dtest,codellama,0.7809,0.5245,0.2564,0.4232,0.3756,0.3586,0.2768,0.1197,False,True,False,False,complex
dtest_case_0352,dtest_case_0352_t1,step_t1_0352,t1,dtest,gemini-pro,0.1749,0.2313,-0.0564,0.9287,0.9332,0.3929,0.3956,0.2406,False,True,False,False,hard
dtest_case_0352,dtest_case_0352_t2,step_t2_0352,t2,dtest,gemini-pro,0.2678,0.1749,0.0929,0.6644,0.4782,0.123,0.01,0.025,False,True,False,False,hard
dtest_case_0353,dtest_case_0353_t1,step_t1_0353,t1,dtest,gemini-pro,0.2834,0.1661,0.1173,0.8667,0.7921,0.2309,0.1096,0.0451,False,True,False,False,medium
dtest_case_0353,dtest_case_0353_t2,step_t2_0353,t2,dtest,gemini-pro,0.2439,0.2834,-0.0395,0.6594,0.5643,-0.0469,0.2657,0.1583,False,True,False,False,medium
dtest_case_0354,dtest_case_0354_t2,step_t2_0354,t2,dtest,mistral,0.3722,0.1249,0.2473,0.9867,0.8528,0.2091,0.3403,0.2667,False,True,False,False,complex
dtest_case_0355,dtest_case_0355_t1,step_t1_0355,t1,dtest,gemini-pro,0.2215,0.0634,0.1581,0.6577,0.7432,0.0668,0.1938,0.0553,False,True,False,False,hard
dtest_case_0355,dtest_case_0355_t2,step_t2_0355,t2,dtest,gemini-pro,0.3928,0.2215,0.1713,0.9786,0.8555,0.2504,0.4278,0.1673,False,True,False,False,hard
dtest_case_0356,dtest_case_0356_t0,step_t0_0356,t0,dtest,gemini-pro,0.4247,0.3473,0.0774,0.824,0.6714,-0.0459,0.4211,0.2457,False,True,False,False,hard
dtest_case_0356,dtest_case_0356_t2,step_t2_0356,t2,dtest,gemini-pro,0.5863,0.4247,0.1616,0.3,0.154,-0.4172,0.4257,0.0337,False,True,False,False,hard
dtest_case_0357,dtest_case_0357_t0,step_t0_0357,t0,dtest,codellama,0.1596,0.0354,0.1242,0.909,0.3656,-0.0404,0.0703,0.1146,False,True,False,False,hard
dtest_case_0357,dtest_case_0357_t1,step_t1_0357,t1,dtest,codellama,0.8366,0.1596,0.677,0.4264,0.3317,-0.1286,0.3694,0.1225,True,True,False,False,hard
dtest_case_0359,dtest_case_0359_t0,step_t0_0359,t0,dtest,gemini-pro,0.1271,0.1132,0.0139,0.8363,0.3787,-0.0493,0.3959,0.3246,False,True,False,False,hard
dtest_case_0360,dtest_case_0360_t1,step_t1_0360,t1,dtest,claude-3,0.0729,0.0936,-0.0207,0.8976,0.8847,0.3492,0.2913,0.0496,False,True,False,False,easy
dtest_case_0360,dtest_case_0360_t2,step_t2_0360,t2,dtest,claude-3,0.3385,0.0729,0.2656,0.7143,0.6322,0.1436,0.0124,0.0995,False,True,False,False,easy
dtest_case_0361,dtest_case_0361_t1,step_t1_0361,t1,dtest,gpt-4,0.6258,0.0841,0.5417,0.3776,0.3753,-0.397,0.3872,0.1542,False,False,False,False,medium
dtest_case_0361,dtest_case_0361_t2,step_t2_0361,t2,dtest,gpt-4,0.8375,0.6258,0.2117,0.4123,0.3781,-0.0651,0.4467,0.1551,False,True,False,False,medium
dtest_case_0362,dtest_case_0362_t0,step_t0_0362,t0,dtest,codellama,0.3399,0.2144,0.1255,0.9519,0.7264,0.3261,0.0205,0.0199,False,True,False,True,complex
dtest_case_0363,dtest_case_0363_t0,step_t0_0363,t0,dtest,gemini-pro,0.0752,0.0265,0.0487,0.8855,0.1849,-0.0102,0.1407,0.183,False,True,False,False,medium
dtest_case_0363,dtest_case_0363_t1,step_t1_0363,t1,dtest,gemini-pro,0.8524,0.0752,0.7772,0.3876,0.2327,-0.1617,0.0571,0.1021,False,True,False,False,medium
dtest_case_0364,dtest_case_0364_t0,step_t0_0364,t0,dtest,claude-3,0.4425,0.3726,0.0699,0.9272,0.7609,0.1125,0.1914,0.2876,False,True,False,False,medium
dtest_case_0364,dtest_case_0364_t1,step_t1_0364,t1,dtest,claude-3,0.4275,0.4425,-0.015,0.7378,0.6402,0.0966,0.3084,0.3443,False,True,False,False,medium
dtest_case_0365,dtest_case_0365_t0,step_t0_0365,t0,dtest,gemini-pro,0.7942,0.7417,0.0525,0.3277,0.4039,-0.4075,0.2021,0.3973,False,True,False,False,medium
dtest_case_0365,dtest_case_0365_t2,step_t2_0365,t2,dtest,gemini-pro,0.7325,0.7942,-0.0617,0.1781,0.0488,0.3241,0.3426,0.116,False,True,False,False,medium
dtest_case_0366,dtest_case_0366_t0,step_t0_0366,t0,dtest,gemini-pro,0.1561,0.1306,0.0255,0.6835,0.7677,-0.0434,0.086,0.2189,False,True,False,False,medium
dtest_case_0367,dtest_case_0367_t1,step_t1_0367,t1,dtest,mistral,0.5287,0.1293,0.3994,0.1491,0.2561,-0.4591,0.3759,0.3625,False,True,False,False,hard
dtest_case_0367,dtest_case_0367_t2,step_t2_0367,t2,dtest,mistral,0.8873,0.5287,0.3586,0.3627,0.3601,0.097,0.4255,0.1383,False,True,False,False,hard
dtest_case_0368,dtest_case_0368_t0,step_t0_0368,t0,dtest,mistral,0.3485,0.2282,0.1203,0.7062,0.8149,-0.004,0.3596,0.1086,False,True,False,False,complex
